Year,赛事阶段,球队,本队进球,对手进球,Attendance,本队红牌,对手红牌,净胜球,比赛结果,是否淘汰赛,是否东道主,结果文字
1966,Group stage,Brazil,2,0,47308,0,0,2,2,0,0,胜利
1966,Group stage,Soviet Union,3,0,23006,0,0,3,2,0,0,胜利
1966,Group stage,West Germany,5,0,36127,0,0,5,2,0,0,胜利
1966,Group stage,England,0,0,87148,0,0,0,1,0,1,平局
1962,Final,Brazil,3,1,68679,0,0,2,2,1,0,胜利
1962,Third-place match,Chile,1,0,66697,0,0,1,2,0,1,胜利
1962,Semi-finals,Brazil,4,2,76594,1,1,2,2,0,0,胜利
1962,Semi-finals,Czechoslovakia,3,1,5890,0,0,2,2,0,0,胜利
1962,Quarter-finals,Chile,2,1,17268,0,0,1,2,1,1,胜利
1962,Quarter-finals,Brazil,3,1,17736,0,0,2,2,1,0,胜利
1962,Quarter-finals,Czechoslovakia,1,0,11690,0,0,1,2,1,0,胜利
1962,Quarter-finals,Yugoslavia,1,0,63324,0,0,1,2,1,0,胜利
1962,Group stage,England,0,0,5700,0,0,0,1,0,0,平局
1962,Group stage,Mexico,3,1,10648,0,0,2,2,0,0,胜利
1962,Group stage,Italy,3,0,59828,0,0,3,2,0,0,胜利
1962,Group stage,Yugoslavia,5,0,7167,0,0,5,2,0,0,胜利
1962,Group stage,West Germany,2,0,67224,0,0,2,2,0,0,胜利
1962,Group stage,Soviet Union,2,1,9973,0,0,1,2,0,0,胜利
1962,Group stage,Hungary,0,0,7945,0,0,0,1,0,0,平局
1962,Group stage,Brazil,2,1,18715,0,0,1,2,0,0,胜利
1962,Group stage,Spain,1,0,11875,0,0,1,2,0,0,胜利
1962,Group stage,Soviet Union,4,4,8040,0,0,0,1,0,0,平局
1962,Group stage,Hungary,6,1,7442,0,0,5,2,0,0,胜利
1962,Group stage,West Germany,2,1,64922,0,0,1,2,0,0,胜利
1962,Group stage,Chile,2,0,66057,0,1,2,2,0,1,胜利
1962,Group stage,Brazil,0,0,14903,0,0,0,1,0,0,平局
1962,Group stage,England,3,1,9794,0,0,2,2,0,0,胜利
1962,Group stage,Yugoslavia,3,1,8829,1,1,2,2,0,0,胜利
1962,Group stage,West Germany,0,0,65440,0,0,0,1,0,0,平局
1962,Group stage,Hungary,2,1,7938,0,0,1,2,0,0,胜利
1962,Group stage,Czechoslovakia,1,0,12700,0,0,1,2,0,0,胜利
1962,Group stage,Soviet Union,2,0,9622,0,0,2,2,0,0,胜利
1962,Group stage,Chile,3,1,65006,0,0,2,2,0,1,胜利
